"Local SHA","Local Subject",
"1fef1f410609d5ebfd7d5d4afc95dd7352b641be","CHROMIUM: config: Set panic configs properly",
"c02f10acc11a1974ea995e9158d7b37e6254095f","CHROMIUM: arch: config: Normalize VM configs",
"6204ebdffd695a006f82c77166c5ed5775dfd84a","CHROMIUM: arch: config: add ac97 driver to the guest",
"8f43d6c4b19b6b5dcc7a618123f7ce5f87f55883","CHROMIUM: Fix index computation for buffer inside printable_cmdline",
"d425450f3a025f7442f25c5786be009adeee70ae","CHROMIUM: config: Turn on rpmhpd option for Qualcomm",
"7bcc1851212751dab51cef903cb9f6f5b1103d27","CHROMIUM: ASoC: max98927: Delete list entry for dev in case of i2c failure.",
"1fd4bf0aadf0b26f0a206e33eb3dc04cd33d114c","CHROMIUM: esdfs: do not modify permissions on Downloads directory",
"9ba48f0fa543a8372c948dd3cc64e242d52ed810","CHROMIUM: config: Normalize (USB_ROLE_SWITCH)",
"5fddfbc070a91d0eac8669d703fee0a95fb7ef3f","CHROMIUM: config: Normalize (IWL7000)",
"f17833e65bb7184d9fab48ec8ec5fdb6b9753535","CHROMIUM: config: Normalize (MTK_CMDQ)",
"a40c0124da7a1b7d91521b5a2a135592df0ae75f","CHROMIUM: scripts: Account for clang in the kernel config scripts",
"1632a6e133a57786b3de0c1c0e2c9ebcc0240a41","CHROMIUM: config: Normalize (clang vs gcc)",
"2cf2c17c8a4398bb494b2996818bcc617d3ad3c6","CHROMIUM: config: Normalize (KCOV, CC_HAS_SANCOV_TRACE_PC)",
"00459934f9107ce760b36152d7899c1553469a6d","CHROMIUM: config: mediatek: Enable PINCTRL_MT8183 only",
"866e781a89b452f3f963ed32953a9b722ea68b3d","CHROMIUM: enable request API for Mediatek devices",
"1bc2731a449f4e98b0d2dafc5b5c9b7df0605665","CHROMIUM: MALI: Don't log error on EPROBE_DEFER.",
"3c646a84b0cd982401018f98260a264e49ba220b","CHROMIUM: chromeos_acpi: Don't evaluate the ""\\S3UE"" object",
"493da12f4603cf9137b102714b391d4c6cb413e0","chromeos_acpi: Remove the unused variable",
"64b3e022476b396332b92d4820b34bbaee063191","CHROMIUM: Remove CONFIG_PHY_QCOM_UFS",
"f0ca44068a0287f1fdad25ef736c6803717f34ce","CHROMIUM: MALI: Fix GPU kernel memory leak issue",
"11de2cc78431001baef9cc114fa2046f78118bf9","CHROMIUM: config: Enable BFQ IO scheduler",
"592f4e54eed6a0377e4ec268ac5cbf6981c89173","CHROMIUM: tpm: cr50_i2c: handle large burstcnt",
"125900ccdbadca5c29424c39a11842e91cc77c92","CHROMIUM: tpm: cr50_i2c: handle small first chunk",
"0af520103684cdc3a6cdf2973037bf783058a748","CHROMIUM: tpm: cr50_i2c: Fixed wildcard formatting",
"8febd0966b0a88e0d4f3a25b5aa8c5087f12e8d1","CHROMIUM: tpm: cr50_i2c: non-fatal ready-irq timeouts",
"4a77a3cd9caa73f8c5fd7956d3bb8f594f6a8a17","CHROMIUM: config: Update TEST_MODULE to TEST_LKM",
"73e86c56e21906204752c312e397ad24370e14ae","CHROMIUM: config: Normalize config for 4.19 kernel",
"f0354274b6683e0e16b173a8f73fcd64c6cc6781","CHROMIUM: config: Enable IWL7000 on Intel for 4.19",
"863b68ecf4f5dcdcc761dbdbc51b7046ecc00fdc","CHROMIUM: arch: arm64: configs: renormalize container-vm defconfig",
"c93b7efc374a5a70cdc126fec7f03b3d290a4bd2","CHROMIUM: arch: arm64: configs: enable additional container-vm cgroups",
"da88074c65b79cedfd8989dadc0942497ac93b38","CHROMIUM: arch: x86: configs: renormalize container-vm defconfig",
"477e29c1dca0e3873275ae5458419c9c3641a938","CHROMIUM: arch: x86: configs: enable additional container-vm cgroups",
"93bf3f88079c51055c009714d164248a07aa7d96","CHROMIUM: config: disable legacy energy model for SDM845",
"f870bb588a75117872acdd1933158513a927149d","CHROMIUM: Fix for unclose MFGPLL clock",
"c83674ce9eecc227cc82fa85f50d3052b3eef220","hatch: Add to pre-cq kernel 4.19 config",
"835a5ffdd7a52d199e99389d294f54575c327ee3","CHROMIUM: config: Enable I2C-HID driver",
"ce74fb4e5468538650f9387ac0752e7bb8dc0d37","CHROMIUM: config: Normalize config for 4.19 kernel",
"7ea8393952d6190861b75c7a9fefd2e7aaf10fcc","CHROMEOS: config: enable STATIC_USERMODEHELPER",
"3ba8da3fe1bce352b626328d94abc42373cea8e2","CHROMIUM: virtwl: fix dma_buf_get() retval handling",
"dd182c3f3290131680af1b265c6990ca78bc66ca","CHROMIUM: ALSA: hda: SND_HDA_CODEC_CA0132 depends on PCI",
"dde7e67247918f8061f3624420f28a75cd746807","CHROMIUM: soc: rockchip: power-domain: Ignore 'shift-count-negative' warning",
"fb30686dc3e64d75aa784e175592582c30aa3db2","CHROMIUM: Add generic builders to COMMIT-QUEUE.ini in chromeos-4.19",
"24c770b28eee05f9fea87956863c84775d21e9c7","CHROMIUM: config: VMs don't need LOW_MEM_NOTIFY",
"2f00e9b0b7a99ff303a1629c26b8fbeac7a73717","CHROMIUM: Fix Bluetooth controller event mask config during system suspend",
"c7f6fe1c8611d4f0481497abb37e6f14cf9ed805","CHROMIUM: Drop Bluetooth connection with weak encryption key",
"d4f421e3df2252df80a26b4486595cc6e20945ba","CHROMIUM: config: normalize configs",
"a1546a569c391739e7cbdc887108ecf7809476c3","CHROMIUM: config: Enable CONFIG_CHARGER_CROS_USBPD",
"572bbaba6fff3155ed4512942320fae1e4c5602f","CHROMIUM: config: Normalize config for 4.19 kernel",
"e20381a04b9a81b4ea2796ae7d4346976bc11aba","CHROMIUM: config: Enable INNOLUX_P079ZCA Panel to Mediatek platform",
"11fb6b90d81b150f0982f162065a9e9b1476ec27","CHROMIUM: config: enable Mediatek platform USB3 config",
"aff4464c96e661981f575b2db01963df056a4dcf","CHROMIUM: HACK: qcom: sdm845: max vote on all critical corners (ARC resources)",
"3f55b0ba335e2a7ed5c550d299f3b6c5459b76ac","CHROMIUM: set CONFIG_SECURITY_SAFESETID=y",
"81ba9a26d87da6517ec6da469646e451a60b3528","CHROMIUM: Fix revert of asm-goto to be more valid",
"dcc142d824bcaee736b9caa9883002efbd0529de","CHROMIUM: x86: x86_64_arcvm_defconfig: Disable VHOST-related configs",
"e4559b2a5dfa6e6f7decf64383804f55fe657687","CHROMIUM: drm/udl: Cut >165 MHz modes for DVI",
"adb81dceefc3057117c809cad0fb470529b773c6","CHROMIUM: config: Modify rcu stall timeout to match default (60 => 21)",
"dd51517ba6947bdb75f795b96f34614afc311115","CHROMIUM: config: Ensure CONFIG_SECURITY_SAFESETID=y everywhere",
"f1bfa923dcec4698b79fd4369d8e3239bcfead03","CHROMIUM: Bluetooth: Add config to enforce BT classic security",
"a4debca7d330966e22639ca80509e45bbd778557","CHROMIUM: Bluetooth: Normalize kernel config",
"0a7acce569203d86cf78c79484ee353b36fbf0db","CHROMIUM: config: Renormalize config",
"c852af565f6d23eec00fcec14b3e0d1fe3c4137f","CHROMIUM: config: enable Mediatek MT8183 clock config",
"bf4c7cf0994da50f44e409e39b3c4fdd57804535","CHROMIUM: config: enable Mediatek MT6358 regulator config",
"4fd0a75c2dc5ccfaf917a77151cedf9bee1e2a6b","CHROMIUM: config: Enable CONFIG_FANOTIFY",
"44c40b7168285dedf02f57e54150fa0915ca0050","CHROMIUM: config: Enable QCA BT configs",
"4c0c3581f1413692df9a80e9f3ae3d3bcc7a56b1","CHROMIUM: config: Set mobile lpm policy to min_power_with_partial",
"64d5aa2bee9e4dfe8e614f62a020170577fdb14f","CHROMIUM: arch: x86: configs: add new config for jail VM",
"4e3b8a4092a40207cf7c7b79853aedb7f35c321f","CHROMIUM: config: enable ath10k for sdio config for kukui platform",
"628290a2c74fcac9ea5259417c7594646d41b28e","CHROMIUM: config: Add splitconfig for Denverton",
"23a4711b5edd1d8fc111aa032761b575714247de","CHROMIUM: config: Enable Mali DMA fence",
"fa4428ee98d54ed2f0ac3ba1f0e4046f8f051565","CHROMIUM: block: partitions: efi: Add support for IGNOREME GPT signature",
"2830ca7da791f7e4f68b777c46a8cd684ff8fc3f","CHROMIUM: config: normalize",
"eb0544912e61f55258747b0ac39ae7892ecd911b","CHROMIUM: cros_ec_spi: HACK fall-back to spidev to flash cros_fp",
"fd1d3bb551fd77d099076a31754c6614b71cde9d","CHROMIUM: config: arm: Enable bq27xxx battery driver",
"3ff0659f95c0e9cf8cdcc272222a5a1e24db3984","CHROMIUM: config: arm: Enable workarounds for some erratas",
"108d84a7a0c33aa544d9bc69e2fe1d3390e9f7c9","CHROMIUM: iio: cros_ec: Spread timestamps better",
"59fbd0fd90061eb3652d1c5f4ab7eee2dc02531d","CHROMIUM: iio: cros_ec: Add predictive filter on fifo_timestamp",
"ea4fa58d1a195b477a953e5f97138151d63f2f99","CHROMIUM: iio: cros_ec: Add back the legacy timestamp processing code",
"05b98d04a54c9f2aa4f81148a90b6c4b2925b7e2","CHROMIUM: cros_ec_sensor_ring: Deal with interleaved samples",
"87b02c6494ce6b43c66b2a29908b76e9b8cd5485","CHROMIUM: iio: cros_ec: Reset filter when there've been no recent interrupts",
"28dde9c8c001d296064cd26441b9cd15de3a745b","CHROMIUM: iio: cros_ec: timestamp can be out of oder in tight mode",
"66e8ab319e44a8ecb633fd2d411103903f2a7772","CHROMIUM: iio: cros_ec: enable spreading across sensor batches",
"9ecc0e89ddefdce032ef84aaa60192109ca4494b","CHROMIUM: iio: cros_ec: do not use flush packets for batch spreading",
"6207786b69f8ee5598e4caa666ed64b1be66234a","CHROMIUM: config: Enable I2C_CHARDEV for wacom touch updater",
"2708b48965c1e2e9e8188e433077efaf11207d97","CHROMIUM: MALI: Fix 32-bit kernels to work",
"a2ff56246921ff92e3d12c6eeca0e78a993decd2","CHROMIUM: mali: GPUCORE-17007 : Add reference counting for GPU VA regions",
"a4be9458e167b9b31698c3d5fb78155c787f2ac8","CHROMIUM: config: normalize",
"e0f6b7b4305a2e1eb0a6b7ac08a7249207364675","CHROMIUM: config: rk3288: enable CONFIG_ROCKCHIP_PM_DOMAINS",
"a703ad641248bb0e8e67c2a37afa24f3171bbfcb","CHROMIUM: alt-syscall: Simplify whitelist conditions for ARM platforms",
"627c4af84592a411ccfc8df9dd17bc633b20b0cf","CHROMIUM: MALI: Revert mali_kbase_devfreq.c in CL:1317240",
"a413143a6ba083366ab7de0876c225cd85e3edfd","CHROMIUM: Fix mali_devfreq for platform other than mediatek.",
"4d86a6131225c729349faa63f2265a91e578bf62","CHROMIUM: MALI: Don't hardcode that there are 2 regulators",
"0cefac73ca19defd842051d55e837f35fb08f7ed","CHROMIUM: MALI: Don't silently trash memory if there are > 2 regulators",
"a67c1a87a5e5f95b241491fdbdbe04de8d1411c8","CHROMIUM: MALI: Clean up supply-names and make them optional",
"b83b2abc963c2ea5bb0acaf06b7fb91c00d54cd6","CHROMIUM: MALI: Make us compatible with upstream bindings",
"e36ed056bf9f581e84b960987fc6c1c6f1ad5160","CHROMIUM: MALI: Allow platforms to override PLATFORM_POWER_DOWN_ONLY",
"c335bdf220e40540fc0c5913f1e07fb43d986467","CHROMIUM: MALI: More properly handle missing regulators",
"cf589506149d74992fc8ab88bc5806f7b234c82f","CHROMIUM: MALI: Add support for Rockchip",
"84ca4cd42249464d6570d31fa0e86c7ac2fbc228","CHROMIUM: MALI: Remove drivers/staging/android from include path",
"e6d4ee4fda58a6d5cac730973729448d1d9a60c6","CHROMIUM: config: Normalize (CLANG_VERSION)",
"541368212a1af823b35658d73f8cd64d304e49a9","CHROMIUM: config: Normalize (IRQ_MIGRATION)",
"45f82b602ef4004580a4b62e28c09d606668c33c","CHROMIUM: config: Normalize (SND_xxx)",
"9aecea8f1712844caf05af4b93b91928bcfdfab6","CHROMIUM: config: Turn on mali for Rockchip",
"311583fabea18d3f752d080046a434af652831fd","CHROMIUM: config: denverton: Add timestamp support",
"1d76113a8dc73d70b9d89c70e3e8e8da5f5f4d15","FIXUP: CHROMIUM: cros_ec: enable tight_timestamps automatically in sensor_ring",
"b45650aeaa66b16156bf1898c239878359a5baca","CHROMIUM: Drop i386 kernel configurations",
"33090fb9c1944686961ce53bd853aa735d8b573d","CHROMIUM: Disable CONFIG_OF for x86_64",
"d21f4f3c3940c502a8653dd7c454e32470f9ee49","CHROMIUM: power: supply: cros-usbpd-charger: Fix missing assignment",
"b2ecec00ed5cfe0f1c1387472f76b29f1dcd0562","CHROMIUM: config: Enable Intel ISH Loader driver",
"f34b1010c0385427df3b71151ae83a5d6bfa8f66","CHROMIUM: config: Normalize config",
"66fb25e38b4c8dc2f03176738d0850c3fb8cb858","CHROMIUM: config: Enable CML Audio m/c driver",
"2a67bf627be346c5e6d70d3d819d1be8593cf7d1","CHROMIUM: alt-syscall: Remove entries for x86_32",
"6274f78cf9858e01a368a41da0506ef6d64df640","CHROMIUM: alt-syscall: Fix syscall whitelists for arm32",
"c35a0a20d47252de59c701bd7e6a28e3b39f7c04","CHROMIUM: config: normalize",
"74dcd9675c626f8af9ad1910a968db8309ee46b1","CHROMIUM: config: arm: Enable ALT_SYSCALL and SECURITY_CHROMIUMOS",
"ce2ab9af69fa436c6fcaa4dfabed7b958598edde","CHROMIUM: config: Disable CONFIG_ION",
"5930d2564c07393371e06ab0d8d567f7dda77d70","CHROMIUM: config: normalize",
"3a84e3b83ed6b6c4cb78117c54792d90ebf2d266","CHROMIUM: config: Enable Cros EC ISHTP driver",
"0892e2f6dde6c30c0369e4b44b958c8fc332646a","CHROMIUM: MALI: Fix extra regulator_disable/enable for rk",
"be5c0e5950816f52dc7ccad98708841c606813d4","CHROMIUM: FIXUP: Fix mali_devfreq for platform other than mediatek.",
"30c7e90642627072155574c16b1e70306fb309d2","CHROMIUM: config: Enable MT8183 audio configs",
"eea41cf4930fbd76761ae8c0de82dfd3127f501e","CHROMIUM: config: Enable MT8183 CPUFREQ configs",
"3565e82c556a0bf9acfd1bd93eaa20ffd176c7f6","CHROMIUM: arch: configs: enable a few usb drivers for termina",
"515dda4ce2e91409229e819f12b062fb257fdc97","CHROMIUM: config: Turn on CONFIG_CPU_BOOST for arm32",
"6711ce3ab39bed0915253181651505838a556944","CHROMIUM: config: Turn on CONFIG_DEVFREQ_THERMAL for arm32",
"e61eac25fbad6948532d014f7b4775854dab8cb3","CHROMIUM: HID: intel-ish-hid: Retry ISH firmware startup on failure",
"3dd444341d18b6c1883c8a6d0d06d74aa94e71f5","CHROMIUM: config: Turn on video for arm32 rockchip",
"85e07be337e5ed558c502c9165bdf86c9dd89680","CHROMIUM: Bluetooth: Add BT splitter",
"7068c62a709db8ab2013eea32e25a70d8f1846c9","CHROMIUM: Bluetooth: Fix init order in BT splitter",
"1bf9f27b72a6dc2d05112a1ddc9974da4d930c89","CHROMIUM: Bluetooth: fix deinit when disabled",
"57f0b947ed71fec7be2d3f2474a318d7e5d4f72b","CHROMIUM: Bluetooth: fix le splitter",
"3acd8afdf56be0593c58b973846f1705244f7097","CHROMIUM: Bluetooth: make splitter switchable",
"0417eaa05b0fde937b4bb6079fa6bfecbaf0b525","CHROMIUM: Bluetooth: Move sysfs init to beginning of af_bluetooth",
"748da512efbe0fe3b218903929c85b649389138e","CHROMIUM: Bluetooth: Don't try to power on if splitter is not set",
"c7bbfe76fbc576ef0d1051b702ef530cef65c037","CHROMIUM: Bluetooth: refactor locking, fix & add timout",
"0908c25c3f62ce5447d479ea22d6ca3f0122e41b","CHROMIUM: arch: config: Enable CONFIG_SND_SEQUENCER in VM",
"f941156783faa9eb2ff7cd5f4e10665f56b41aa5","CHROMIUM: arm64: dts: mt8183: add kukui board dts and Makefile",
"555cc0733f6b7d1ce4e65e7b00b9edc4e794867e","CHROMIUM: arm64: dts: mt8183: enable USB host in kukui board",
"cc210c0edaf6654734b52bed73643db200a05cb4","CHROMIUM: arm64: dts: mt8183: Add mt8183 i2c kukui dts",
"55d6b8d88582f6308d120832de6b8ecd3cfa3f8e","CHROMIUM: arm64: dts: mt8183: add dependent regulator power of mfg",
"5c03fbca4c4c4c4004d1cf189a0f2f744066925a","CHROMIUM: arm64: dts: mt8183: add spi node",
"877765a6bd882f51e83f5f5a5f1e0b8c1c9ff797","CHROMIUM: arm64: dts: mt8183: add sdio node",
"98da6f17e5708766b705de862017debf464882fc","CHROMIUM: arm64: dts: mt8183: binding thermal support",
"ed1b682526c9f185652519f3172e9ee55c1916b4","CHROMIUM: arm64: dts: mt8183: add Cr50 to dts.",
"c24faf12020bfd5625ab64a8a186e5842c4910b5","CHROMIUM: arm64: dts: mt8183: add EC to dts.",
"509584ec66730d41a66a2b1876f902a440052f49","CHROMIUM: arm64: dts: mt8183: add EC keyboard/battery driver to dts",
"b5ba81270c6f7bb7ef4415c6fce41ca9754b9fa2","CHROMIUM: arm64: dts: mt8183: Add touch dts",
"19108f557a72e48aba77a4fac6315c2818016b0f","CHROMIUM: arm64: dts: mt8183: kukui-rev1: Add gpio-line-names property.",
"24f4c896e51e7578c3e268abecefb21a36a63443","CHROMIUM: dt-bindings: soc: rockchip: Bindings for the rk3288 service bus",
"8ec1aed10c2e13eebdf1fca1ecdcde5d75d14555","CHROMIUM: dt-bindings: sram: rockchip: Document ddr sram bindings",
"0e4f051fe002db4b83db1ed1f01e2d3de1e19d89","CHROMIUM: dt-bindings: devfreq: Add rk3288_dmc bindings",
"f8ff093bdd2b6e37bba5c30e457ff91683e33d1b","CHROMIUM: ARM: dts: rockchip: Add common DDR things to rk3288",
"37f4c4b5063f2c75343fed5445e40b9eff24daa8","CHROMIUM: ARM: dts: rockchip: Add SDRAM info for rk3288-veyron",
"e3849380713e390d0561f4d9a0362b1f4e3a7712","CHROMIUM: config: renormalize 4.19 config",
"4f4214f39392751ce6247a8980de03c032480179","CHROMIUM: config: normalize",
"f8d727ffa25b6db6e4a6f1838b71fd6c2b61dca3","CHROMIUM: tpm: cr50_i2c: update send() return value",
"9ae0ce61e7314bc2cc9e9499e4d78f1cf8998760","CHROMIUM: arm64: dts: mt8183: kukui: enable spi1.",
"e260bb1ff9d3aa165bb514c502179cb6de4330ca","FIXUP: CHROMIUM: ARM: rockchip: pm: Support deep suspend",
"0f250f47f7fcd2b9e251e99c35a7d89a0639a9d1","FIXUP: CHROMIUM: ARM: rockchip: pm: Support deep suspend (take 2)",
"c5f9f33abbd576c2fc2ca6eaf2b3128f0e617585","CHROMIUM: arch: x86: configs: chromiumos-container: convert to defconfig",
"1cf075d756b79399434abd7e0c109f842ff29103","CHROMIUM: ARM: dts: rockchip: assigned parents for vop dclks for rk3288",
"f547f48f5348dacfd3dbe16a940c777ed7e79b00","CHROMIUM: clk: rockchip: leave npll for VOP0 only on rk3288",
"74d03848f9507af357a6aa8296366efcca121c8d","CHROMIUM: ARM: dts: rockchip: Little VOP=>eDP / big=>HDMI on rk3288-veyron",
"6bbb6ad45d36f5caf2aeee7ddbc6bbc1f69ddbea","CHROMIUM: arch: configs: disable fbdev related configs",
"b5b4be33e8908ca9ad68ff613e75f619ae10c974","CHROMIUM: arch: arm64: configs: chromiumos-container: convert to defconfig",
"1678e39e322bdede16b67de7231e8ad7ac582eb3","CHROMIUM: arch: configs: chromiumos-container: add USB serial drivers",
"a08028baa752a8e206f68b47d592176297e2fd36","CHROMIUM: CONFIG: Enable UCSI and normalize configs",
"ccc5ad6c84a6d767f41891ac7a8ebc82a0e0d8bd","CHROMIUM: config: Enable extra A12 errata",
"cc4bc1196308e0ccea2edb9b0fdc7bd931216ebd","CHROMIUM: ARM: rockchip: pm: Fixup errata numbers",
"76351fbf62a2d87c1b7e6d7724d8013520c8cd99","CHROMIUM: ARM: Add a debugfs file for dumping CP14/CP15 regs",
"18aed2d2e25120e06a979930df8350861f201d31","CHROMIUM: ARM: dts: rockchip: Fix DMC voltage points for rk3288-veyron",
"63d497c6636902210ea06ea3e4e8d4d79eab7fd7","CHROMIUM: config: Turn on on CPU_FREQ_GOV_SCHEDUTIL for arm32",
"3066d72082901690a9244693314b1d68a8e4eb96","CHROMIUM: scripts: Fix the name of the armv7 gcc",
"9d4d553ed6240ecdeefcfd0c8a93b949180f871b","CHROMIUM: enable CONFIG_PROC_CHILDREN",
"ceb2e38e24bb456ec601270194f1b500a6d7b760","CHROMIUM: devfreq: rockchip: Add dmc-sync interface",
"9d93c1fed19f897f8a23f2c6ea60cb2a1a456102","CHROMIUM: ARM: rockchip: Add SRAM code for changing the rk3288 DDR frequency",
"8be6b0cd39c3ee338e294490d1e7dece8a25dd87","CHROMIUM: devfreq: rockchip: Add clk-rk3288-dmc driver",
"1ff885c39423a1e51bae70d24a1752139df29690","CHROMIUM: devfreq: Add rk3288 DMC driver",
"bb54e1045cb73c28d6e5bb3edaba49541a403868","CHROMIUM: config: Enable ARM_RK3288_DMC_DEVFREQ",
"355f0f64711f92476cd065d48c8b34b6f4c65478","CHROMIUM: scripts: Drop i386 from config script",
"aae38863f38bc3b215c0a21612d788922b33849a","FIXUP: CHROMIUM: devfreq: rockchip: Add clk-rk3288-dmc driver",
"c3856fe9db8e1f1aac57e63e077fddac2ac453de","CHROMIUM: devfreq: rockchip: Move to drivers/soc/rockchip",
"ab1007b3846e1c17c14d3a8c9e6478bc54f3168f","CHROMIUM: Fix MGMT opcodes conflict in BlueZ",
"3e68815b1a008aca8badc92e2762807a991221d1","CHROMIUM: devfreq: clk-rk3288-dmc: Be less spammy",
"ca2c739757c4a1e687d772e18053f282547bfd6a","CHROMIUM: Enable kernel support for iPhone tethering through USB",
"e8da1b7276d9ee70fb513f576463d20c4bba22e9","CHROMIUM: arch: configs: chromiumos-container: remove fbdev emulation.",
"c21dc7945232c75ba8d55e4620871bb3c3bc7adf","CHROMIUM: config: Turn on SCHED_TUNE for arm32",
"48bc966626c66f0e7441a0a9da47a2d75bd7db15","CHROMIUM: esdfs: Take a reference on user_ns",
"4777527e50eee3d302d35c513c22907ad21e4d6d","CHROMIUM: config: Normalize (CONFIG_ARM_RK3288_DMC_DEVFREQ)",
"c12d1b91b64dee4b979413556baa83c5bb496000","CHROMIUM: MALI: Fix GPU regulator power is not turn off issue",
"06eaa6a18414c33115076c3b6de01ee115cd644a","CHROMIUM: config: Enable SOF CometLake support",
"aea2521dc80bb2ddbd923206d3673c8db5ab02a3","CHROMIUM: arch: config: add ac97 driver to the arcvm",
"42758b9cdd722aad418d5207a8b2ee348e29696b","CHROMIUM: bluetooth: Add blocked LTKs",
"43c7448a3859dddaec1120ea584752b2262c66cb","CHROMIUM: arch: x86: configs: enable INET_DIAG",
"68d59bfcaf2e1401c251a1bd7dc90066f597a0e0","CHROMIUM: arch: arm64: configs: enable INET_DIAG",
"70dcd058f30338d0464cc458da4e5d5edb3dd85b","CHROMIUM: arm64: dts: mt8183: Add dsi pwm panel node",
"6570e4aefe6da479b593c037a2cd67b1c7e3ba59","CHROMIUM: iio: cros_ec: Clamp timestamps in sensor ring",
"8d8195e893f99a766e25df71c93bc0b9c587c188","CHROMIUM: devfreq: Fix rk3288_dmc / cpufreq interactions",
"3735a79989971a879e8dd701cc11613ee844ece8","CHROMIUM: arm64: dts: Add cpufreq and cci devfreq information to kukui",
"c1a0a56e4daceda3ed6ca551a9f6acbe0e2816ed","CHROMIUM: arm64: dts: enable mediatek mt8183 chip info node",
"4ffb811638035f81e6bc43f6a2563ab3587ee4bd","CHROMIUM: scripts: Use savedefconfig to minimize kernel config",
"2a0411adb95a0cc7a524215758b174ebfe9287f4","CHROMIUM: config: The big savedefconfig normalization",
"72e2c1542ad0c3f26979f85d95ce9e4a68e43749","CHROMIUM: arm64: dts: mt8183-kukui: Add more backlight levels",
"87b7e466fd4c2bc00a8701c4c29440bb2725a181","CHROMIUM: arm64: dts: mt8183: kukui: add 32k clock",
"7dd539a7de1288b1e7f8513f747ccc5e618148ff","CHROMIUM: arm64: dts: mt8183: kukui: add bluetooth node",
"ead30a14fbf41a68071630a418bce1a33cb9a965","CHROMIUM: arm64: dts: mt8183: add kukui rev2 board dts and Makefile",
"e9f58e17c52c37e65e1877a8ea6603d8ecb5ecc6","CHROMIUM: arm64: dts: mt8183-kukui: Add pen controller on >=rev2",
"b2c60bfd74b7b57508b76bff550cd2162f60b475","CHROMIUM: arm64: dts: mt8183: move touch dts to rev1/rev2",
"1259c355e1476181cc4c197f1c4e7c3418021af3","CHROMIUM: devfreq: Register cooling device for rk3288 DMC properly",
"92ab3e2e7c6c88c82cb60a0c85f3211cc311cd70","CHROMIUM: Bluetooth: print FW version after FW download",
"fd5e78940c69d0fc08b364fdf222a89acb42caff","CHROMIUM: config: Enable MT8183 CMDQ configs",
"81136fdb75365c1894c22b4452ba5f7b28dc94be","CHROMIUM: arch: x86: configs: enable virtio TPM",
"cbdb2e840311bb6578143fd1dbca1ad55690c110","CHROMIUM: arch: arm64: configs: enable virtio TPM",
"82f12fc4e2604c589d9a4ed866d7a236c32b91a8","CHROMIUM: ARM: dts: rockchip: Throttle DDR frequency on mickey to 433 MHz when CPU gets warm",
"e76f2679cc4d508e0d2e4f89d126d9dfb4a5f5e6","CHROMIUM: Add support for older kernel versions in usbip",
"db5962f8350e4da213f952ba2f978cbcbf0a5111","CHROMIUM: drm/rockchip: Enable render node",
"1599000b058177b291d7d0ccd33e1101bbc11e9f","CHROMIUM: improvement: Enable only exception and boot up vendor event",
"556480ec7c418b7ad6cf314f9267f92abf69d39c","CHROMIUM: scripts: Fix up kernelconfig genconfig",
"224af0fa15669671589ebe873a32c8f56badbc85","CHROMIUM: arm64: dts: mt8183-kukui: Drive cr50 SPI CS pin as GPIO",
"d5c5c14739bb996e1e1136c190cc6e195dad7017","UPSTREAM: drm/evdi: Mark fullscreen rect based on painter's framebuffer dimensions",
"d500a2e49c4ca3876ef96217e5dce9b601fdcc2d","CHROMIUM: config: normalize",
"abe9ad40686ee2050169451f524dc5ba0b6f473e","CHROMIUM: config: denverton: Clean up modules",
"ddf59118a0bc61cc59e20d376f27cc07e980b4b5","CHROMIUM: config: denverton: Add PCI SPI FLASH",
"4d231612a8b15d3d47e0a3b6b0a4a9a3c93e12bf","CHROMIUM: soc: rockchip: Add panic handler for rk3288",
"54e05b578a89a6b163de4036d588123f531a7d79","CHROMIUM: config: Turn on ROCKCHIP_RK3288_PANIC_HANDLER for arm32",
"dcd4527c595a198773db270209d48a75b8318390","CHROMIUM: virtwl: Kick the in virtqueue in virtwl_vfd_remove()",
"02b8810d9409c51076b8dbb56eacf791842c4888","CHROMIUM: HACK: sound: usb: fix rk3288 usbspeaker play music staccato issue",
"572aa5a2d2775c85c228946be1aa76ecd90724ee","CHROMIUM: ARM: dts: set veyron cpu force_min_frequency property to 1.2 GHz",
"92760b53694a8eaa60d292456a2c406010d84ac4","CHROMIUM: ARM: dts: rockchip: Add GPU power model for rk3288",
"1314fb4cd7bbf04410ddd6c87c73432d5894eeb7","CHROMIUM: arm64: dts: mt8183: add uart gpio define",
"da8b26d8b4fd3ce2d557504fa97b91a87ba2c15e","CHROMIUM: config: enable Mediatek MT8183 SCP config",
"b3cdaea3a42f87e5d3df6fd8a686c4ed8bd1f54c","CHROMIUM: config: Enable energy model config",
"ea201dbf69c6a12461aff4b438a39921825ab8ae","FIXUP: CHROMIUM: platform/chrome: wilco_ec: Add charge scheduling sysfs",
"706a503cd605a2c06e3c3b40fe3a6205df878a85","CHROMIUM: arm64: dts: mt8183: kukui: Add SCP support",
"28348b3b2cef9222f83db368bd0d00b0fd40a5b8","CHROMIUM: arm64: dts: mt8183: add kukui platform audio node",
"d065803a6e8e04a89d090977599402997468bbb7","CHROMIUM: disable 'inline-asm' warning for rk3288 resume code",
"de8645d1c642b41e11721db9186316ef79f50b0a","CHROMIUM: ARM: rockchip: pm: Don't use C in naked function",
"89e0e6a69b7e463aa5f886c409212ee0fba9fad9","CHROMIUM: scripts: Use olddefconfig in editconfig",
