"Local SHA","Local Subject","Reason",
"3c708e1587fb193a5cc41b43d92d9f0f1056e017","CHROMIUM: iwl7000: xvt: avoid access out of range","IWL7000",
"7ced06f74dd82402eb05afbe87d84d5f22f19a08","CHROMIUM: iwl7000: xvt: avoid NULL dereference","IWL7000",
"12540c294e08c0d49c067b24af3e1c6ee7088dd1","CHROMIUM: iwl7000: mvm: fix RCU data deref outside read critical section","IWL7000",
"73437eb7e7e862497a802febaec09a2ed5570733","CHROMIUM: iwl7000: mvm: make num_active_macs unsigned","IWL7000",
"86cb913ac497fc9da7724a02fce232111dd61192","CHROMIUM: iwl7000: tighten boundary checks","IWL7000",
"2edf9d08ec80005a844d54276875ac0e7d00b350","CHROMIUM: iwl7000: memcpy from dev_cmd and not dev_cmd->hdr","IWL7000",
"326baf2b94adc40312250ed9649167cac43444ba","CHROMIUM: iwl7000: mac80211: remove superfluous NULL check","IWL7000",
"3118ec144b324c7317e12660e70c0f7399ab6716","CHROMIUM: iwl7000: mac80211: fix a kernel panic when TXing after TXQ teardown","IWL7000",
"a390dd035332257e42c2ca5c25620b5230802ab2","CHROMIUM: iwl7000: Revert ""iwlwifi: xvt: avoid NULL dereference""","IWL7000",
"78e681b21ebce8f5ed3fbd604dacdaa8afe7b51d","CHROMIUM: iwl7000: mvm: avoid possible access out of array.","IWL7000",
"b23971f3018bedf3b1699c1e20baa3d42c8b7a5c","CHROMIUM: iwl7000: iwlfmac: check for access out of array","IWL7000",
"d14cc70fc3b9d7ce78eb3cf1d36251b114a2a173","CHROMIUM: iwl7000: avoid access out of memory allocated","IWL7000",
"821d4b6f958c5b71aa768bfe22212d640acdd840","CHROMIUM: iwl7000: fw api: remove unused/deprecated filter status","IWL7000",
"d65a87411d02bfa9b8c80f24f3f7a4cc86d2645a","CHROMIUM: iwl7000: fw api: document WoWLAN patterns command","IWL7000",
"d8bfe67fec83b7892824c1e83c5b7512edd8d0a2","CHROMIUM: iwl7000: add support for FMAC recovery buffer TLV","IWL7000",
"1fd8c55fecceab358a8af02589cc00ff40b30384","CHROMIUM: iwl7000: pcie: fix the use of a wrong define","IWL7000",
"7b171c9a8a91bb6114db1bff19877dbfea62b09a","CHROMIUM: iwl7000: iwlmvm: ignore HE PPDU type regarding EOF","IWL7000",
"ab8393740fc8e1bb6dda6fc336e9acadd424823c","CHROMIUM: iwl7000: iwlmvm: in monitor NDP notif take the NSS from rx_vec","IWL7000",
"549c3081764a7329468b55cd31ee79d4d9493d04","CHROMIUM: iwl7000: remove FTM","IWL7000",
"731d3b66123f78c52db989881e91e436531bc45e","CHROMIUM: iwl7000: Merge remote-tracking branch 'local_auto/master' into merge","IWL7000",
"9fd3b98549223353ab85c12bb62bb5c846347474","CHROMIUM: iwl7000: mvm: potential deadlock fix","IWL7000",
"6ad32db87809ee122dfc2245648257f2ae1e1633","CHROMIUM: iwl7000: pcie: add prints to track virtual ID","IWL7000",
"2793849ef918604026eb6056122d767895a5c873","CHROMIUM: iwl7000: mac80211: never pass NULL params to ieee80211_if_add()","IWL7000",
"4c00fc92d56a4d35c94aa2fd5c961863da4801c8","CHROMIUM: iwl7000: mvm: fix %16 to %016 print format","IWL7000",
"21b18bc50a0c9c1bd9a12934c261c1bfeec05d7b","CHROMIUM: iwl7000: mvm: read IWL_RX_MPDU_PHY_SHORT_PREAMBLE only for CCK","IWL7000",
"43e96015ad6c61db8d0425018d1f067cb71f8551","CHROMIUM: iwl7000: pcie: align licensing to dual GPL/BSD","IWL7000",
"9d4909eae2e87aee7c7d7531a234f28807bf6924","CHROMIUM: iwl7000: mvm: remove TOF block re-introduced in a mergeback","IWL7000",
"d4462863718602d6bfe846ed01a4b20d257b9a82","CHROMIUM: iwl7000: allow overriding MU EDCA","IWL7000",
"61aa21ab4b02e1ac72eb22bf77d045b9d9e73e81","CHROMIUM: iwl7000: allow overriding HE MAC and PHY capabilities","IWL7000",
"b06825e461b89c1dcf345caa7dc44cc4cc75e48d","CHROMIUM: iwl7000: mvm: clean up LDBG config command usage","IWL7000",
"97828c1820200d3741ceb0dcd39af0e649257ff9","CHROMIUM: iwl7000: chromeOS: lock mutex before calling iwl_mvm_get_current_regdomain()","IWL7000",
"9c60a90f4e4dfa9422c59616aa63900d71dd1339","CHROMIUM: iwl7000: mvm: save and export regdb blob from the NVM","IWL7000",
"a4b10d29436c777aef2c849ef38c008789c843a8","CHROMIUM: iwl7000: make iwl_fw_dbg_start_stop_hcmd() inline","IWL7000",
"881cf316ca42536c983a655b65fd0c358d831d3b","CHROMIUM: iwl7000: bump FW API to 45 for 9000 and 22000 series","IWL7000",
"248090d77db52dc2db550ed1297028bde4dfaa87","CHROMIUM: iwl7000: move iwl_enable_{rx,tx}_ampdu to iwl-modparams.h","IWL7000",
"59c549c3406a583355a1fc6441ffd233cd873042","CHROMIUM: iwl7000: mvm: check if WGDS is present before warning","IWL7000",
"8319635a764a04420bd1742aea856fce1a7c6fda","CHROMIUM: iwl7000: mvm: pre-initialize alive_data in wait_alive()","IWL7000",
"86a678bec7a2636cd0fd53fa94b883b892970b25","CHROMIUM: iwl7000: calculate pointers from out_cmd instead of out_cmd->hdr","IWL7000",
"3b07217366db4f80e2367ce39fab60b27eaa4ee2","CHROMIUM: iwl7000: pcie: remove unnecessary check for null pointer","IWL7000",
"bcec825346f011b45c29d758ef225980bf6c8443","CHROMIUM: iwl7000: make sure cur_fw_img is valid before accessing img","IWL7000",
"1b1117328b8ae0aa0c0a8d4be7f748579f446c01","CHROMIUM: iwl7000: mvm: remove sta key on wep ap","IWL7000",
"cae0a8b9b6f5cae3bc37391530ae212afe337d89","CHROMIUM: iwl7000: monitor dumping flow cleanup","IWL7000",
"2e98438146a4292fe502791589f77f7497773929","CHROMIUM: iwl7000: mvm: add an option to dereference vif by id","IWL7000",
"da116a8eb995e675f6933d044a24d16d8af24ca8","CHROMIUM: iwl7000: use %zu when printing sizes","IWL7000",
"79a31e479f12739b0794e34fad142e00bdf1e1b2","CHROMIUM: iwl7000: mvm: fix NULL pointer dereference","IWL7000",
"15748883586af6e083668cd39f340a667a0e10f7","CHROMIUM: iwl7000: chromeOS: copy codel and fq headers","IWL7000",
"3a06d0b77fafec19068659913baf694f60a0cc62","CHROMIUM: iwl7000: mvm: fix incorrect ""can checksum"" determination","IWL7000",
"a0759a9e60424e6c3c841cfa7a436273da158bb9","CHROMIUM: iwl7000: mac80211: fix deauth TX when we disconnect","IWL7000",
"e6ab1dbbf0a6ae99dd0670a5b5b2575085316c42","CHROMIUM: iwl7000: mvm: fix A-MPDU reference assignment","IWL7000",
"8bfa60babbe455e6345f8820afb0a3f782226fc7","CHROMIUM: iwl7000: mvm: get rid of tx_path_lock","IWL7000",
"aab56fb4898cfc1d729ec3dd8b9cb24d93e9f55a","CHROMIUM: iwl7000: mac80211: allow drivers to use peer measurement API","IWL7000",
"e9931605a46ff89cb51254d0dbe5691f67d2a3fa","CHROMIUM: iwl7000: mac80211: fix radiotap vendor presence bitmap handling","IWL7000",
"7ea4d0b83eaaf1ec872d26a9bf900727b96014d4","CHROMIUM: iwl7000: remove TOF implementation","IWL7000",
"d87b558cc979d9a175bc3ce2d276820422de3789","CHROMIUM: iwl7000: pcie: avoid variable shadowing","IWL7000",
"6d4b25fee4e0368c3f63520fe7170647699af545","CHROMIUM: iwl7000: pcie: use u32* argument to iwl_trans_get_fw_monitor_len()","IWL7000",
"122bc3e91f0d591b33712cdcc5dc9e4375ede47b","CHROMIUM: iwl7000: mvm: Disconnect on large beacon loss","IWL7000",
"b49e69b94fbb2646de32363f69ab717db0f4b6c0","CHROMIUM: iwl7000: chromeOS: adjust cfg80211 version for HE definitions","IWL7000",
"847a800791c4a73020ba0c87378a188ff9b4cd6b","CHROMIUM: iwl7000: chromeOS: adjust cfg80211 check for FTM backports","IWL7000",
"bc3712333ed2ac183a3748498f18ccc0ae9cba33","CHROMIUM: iwl7000: chromeOS: adjust kernel version check for iftypes_data functions","IWL7000",
"edaab6f398159b5661e2081c9119c0925df7e25d","CHROMIUM: iwl7000: mvm: add dummy iwl_mvm_sar_get_wgds_table() with !ACPI","IWL7000",
"b7539efd25768d12f7fa84a27a889ad7ab367615","CHROMIUM: iwl7000: xvt: don't enable txq on FW init image","IWL7000",
"1f04515c0c39fd55035c6eb9f4d8b5c4a59b8b0c","CHROMIUM: iwl7000: mvm: add location APIs","IWL7000",
"3a32a2833c253a16d86758f310df2de989a2e4bd","CHROMIUM: iwl7000: mvm: implement CSI reporting","IWL7000",
"42ad573bed0a9110267f23c9aa406fea4818e99f","CHROMIUM: iwl7000: mac80211: ignore NullFunc frames in the duplicate detection","IWL7000",
"0f5d822660bac5d47eba916b21a8c526276c57c5","CHROMIUM: iwl7000: mvm: fix RCU pointer assignment","IWL7000",
"e3a58e582700253f45dcef53bb13aff3a6047b8c","CHROMIUM: iwl7000: pcie: recognize NICs with hw_rev 0x364 correctly","IWL7000",
"6ff4ea0f415151de911f9819bfe20550001bf0ba","CHROMIUM: iwl7000: mvm: Change FW channel info API","IWL7000",
"686a3bcb1805c9196063d1fb489357c757d9b62b","CHROMIUM: iwl7000: mvm: freeze management TXQ timer when station goes to sleep","IWL7000",
"883960b79fd47e15865f9620704749f500d3b5aa","CHROMIUM: iwl7000: mvm: disable completely low latency mode with debugfs","IWL7000",
"461ccf980667e2d7686539fd3b9354040cfb56f0","CHROMIUM: iwl7000: fix ULTRA_HB_CHANNELS bit to 16","IWL7000",
"3c76f1f8be9f47deb5986a004a5da0aa37a2e8c7","CHROMIUM: iwl7000: mvm: set the actual in the new field","IWL7000",
"99cdb9c24be4e4caf5b4be8b51583dfb34591317","CHROMIUM: iwl7000: update product name for 9260 and 9560","IWL7000",
"cdddf3acd9cbe2b4b9240f3d104e668fe3747ca2","CHROMIUM: iwl7000: mvm: document monitor mode reorder buffer bypass","IWL7000",
"b60d3b29bce26bffea3c08e04f710da175beb251","CHROMIUM: iwl7000: mvm: include configured sniffer AID in radiotap","IWL7000",
"9771666e6a1d67f49eb95cdbe01b4c362b92c33a","CHROMIUM: iwl7000: trigger dump on assert prior to setting the device up","IWL7000",
"1f7a588a0ff1603cfd6d99789e66046f5ac8a213","CHROMIUM: iwl7000: mac80211: update driver when MU EDCA params change","IWL7000",
"1e1eb91a29516d80cc08464adc9eef81c3ddc410","CHROMIUM: iwl7000: mvm: update firmware when MU EDCA params change","IWL7000",
"f4142e2f0036dd1e138ead3623ff2350cf8b1b9c","CHROMIUM: iwl7000: chromeos: remove ifdef from bucket spinlock functions again","IWL7000",
"677927a01c6d3da8b749629bd1f2848d295f5116","CHROMIUM: iwl7000: dbg_ini: allocate dram buffer with proper flags","IWL7000",
"0a9c12ea268568ec468d41fd5743540df52548c1","CHROMIUM: iwl7000: dbg_ini: properly handle ini user trigger","IWL7000",
"1a91f60f9c5cbd143eeca4a9d07c34e9aa3805e5","CHROMIUM: iwl7000: dbg_ini: retrieve dump_delay value properly","IWL7000",
"b755ee705d4b7ce542997c7d8dcaff6af3bab592","CHROMIUM: iwl7000: dbg_ini: set dump mask BIT(n) instead of n","IWL7000",
"d594c9295b1f7d6018c1b30c500e5701e7bb86d2","CHROMIUM: iwl7000: iwiwifi: fix bad monitor buffer register addresses","IWL7000",
"b3733a0e55bce7161e28e30594d9284573ce1d0e","CHROMIUM: iwl7000: iwlwifi dbg_ini: update ini structs doc","IWL7000",
"c106b1f2da9e92190fd30af8c1e2c4510b096e26","CHROMIUM: iwl7000: dbg_ini: fix iwl_fw_ini_buffer_location field enum bad naming","IWL7000",
"59f711169ae66dc4d1dfb85f73d99c29834167f9","CHROMIUM: iwl7000: mac80211: suspicious RCU usage fix","IWL7000",
"fba683a37804d4cf59b58705846ab0ea0fc20239","CHROMIUM: iwl7000: chromeOS: also use our hardcoded WMM rules on chromeos-4.4","IWL7000",
"76d0bf895ed0069249a7e1afea45db5c51d35f78","CHROMIUM: iwl7000: wrt: remove number of tx and rx fifos from dump","IWL7000",
"48c9a6a3e2a2a88ba541589350dbb2b12ad39821","CHROMIUM: iwl7000: don't load 37.ucode for 8000 series","IWL7000",
"41f1ed0bf2f2f80586f4d9e657b8b2c1a7172a49","CHROMIUM: iwl7000: chromeOS: fix cfg80211_sinfo_alloc_tid_stats() backport","IWL7000",
"603e1394b76e1485269cc05927c5f5c2145b8202","CHROMIUM: iwl7000: mvm: set STATUS_FW_ERROR bit in case of assert during D3","IWL7000",
"84e1f74d53849ee1de90badd9ba402a5e216e89f","CHROMIUM: iwl7000: add PCI IDs for the 22260 device series","IWL7000",
"4ee41e94753abb2bce1971ffc1aed09bf01f72b1","CHROMIUM: iwl7000: correct one of the PCI struct names","IWL7000",
"7d68d7054780d4b5db7de28e9adbe89c43383d77","CHROMIUM: iwl7000: add new cards for 22560, 9260 and killer series","IWL7000",
"ca661492965ea42ac8949e90acb10ef5a07f4817","CHROMIUM: iwl7000: remove doc about inexisting trans status","IWL7000",
"30a2ed56cc6642795669a4335d20685fa382adf7","CHROMIUM: iwl7000: don't replace 22260 config with 22000","IWL7000",
"bdd1f26d7aaa58be86813cc04cf69bb4491dd23e","CHROMIUM: iwl7000: mvm: fix firmware statistics usage","IWL7000",
"432fc11c913852f147a1a57aa2db4137b98e90a0","CHROMIUM: iwl7000: remove support for 9000 A-step devices","IWL7000",
"3c0e016399894c22c43ff7ae3d5d5f612f370be1","CHROMIUM: iwl7000: chromeOS: fix cfg80211_sinfo_alloc_tid_stats() backport (again)","IWL7000",
"17948acdcc891f79a475dee0033bb2f82599accb","CHROMIUM: iwl7000: mvm: fix regulatory domain update when the firmware starts","IWL7000",
"f588172647e65922035ccf3cdcf7296e67e583f9","CHROMIUM: iwl7000: fix D3 debug data buffer memory leak","IWL7000",
"b27cc5fdf72458ffcdc6eeba6013d19d1244c0e4","CHROMIUM: iwl7000: chromeOS: fix wmm backport for 4.17 and 4.18","IWL7000",
"e69099d923b378fb3c35e6f8b3242394a0f72fca","CHROMIUM: iwl7000: chromeOS: check wmm rules change on 4.18.13","IWL7000",
"ce6976b66693e72f32abe040e140ccbcdc977858","CHROMIUM: iwl7000: chromeOS: fix wmm_rule.ap access in newer kernels","IWL7000",
"0aca72a7bd5265877072606cedf319aab208235d","CHROMIUM: iwl7000: chromeOS: make pertid an array in < 4.18","IWL7000",
"824495f50e35142f05fd9f5f579b5a7d605ec56f","CHROMIUM: iwl7000: mac80211: update led activate ops to 4.19","IWL7000",
"24c2bc3f77bc2ec08287115bf273f4660600889e","CHROMIUM: iwl7000: mac80211: free skb fraglist before freeing the skb","IWL7000",
"50ddcccaa784804f1af6e3ca4199ed40b7dba8aa","CHROMIUM: iwl7000: mvm: don't use SAR Geo if basic SAR is not used","IWL7000",
"2d040c8f04f52fad689ec52e7d04e09eb6d58322","CHROMIUM: iwl7000: mvm: Flush transmit queues on P2P Device ROC done","IWL7000",
"f358e6ea4e64c6d602dea38efff322219c96f41f","CHROMIUM: iwl7000: mvm: Set Tx rate and flags when there is not station","IWL7000",
"85eecf50eb333b64d8f8e8959eeaf98591b1d606","CHROMIUM: iwl7000: mvm: Do not set RTS/CTS protection for P2P Device MAC","IWL7000",
"14255d3773b6b42b371f1666ca6765a1174b2ecf","CHROMIUM: iwl7000: xvt: avoid access out of range","IWL7000",
"fc2ba33cfc08ffda63c4d70943a449413542b08a","CHROMIUM: iwl7000: mvm: make num_active_macs unsigned","IWL7000",
"3a3b4bfa4724cd737ff1d5f72946d0cc1ceabc5c","CHROMIUM: iwl7000: tighten boundary checks","IWL7000",
"b54f00f60190c2027f40bdf03ae4c50e67afc53c","CHROMIUM: iwl7000: memcpy from dev_cmd and not dev_cmd->hdr","IWL7000",
"90b3d03fae233730ae00b61d0fe56582667846d3","CHROMIUM: iwl7000: mac80211: remove superfluous NULL check","IWL7000",
"f1f0f932e56592ab1b79bd3e443363c2a2f303a4","CHROMIUM: iwl7000: mvm: avoid possible access out of array.","IWL7000",
"b1877b64380b8e2db313157fc63750f20997d17c","CHROMIUM: iwl7000: pcie: fix the use of a wrong define","IWL7000",
"f91a1034d046df70f822229beb837673d92ee1f5","CHROMIUM: iwl7000: mvm: check if WGDS is present before warning","IWL7000",
"9ef9ad002f3bf75bc4478213d0e18901849e189f","CHROMIUM: iwl7000: mvm: remove sta key on wep ap","IWL7000",
"f59139dd2138a4dcd47e3b9d98382e5926cc5abf","CHROMIUM: iwl7000: mvm: fix A-MPDU reference assignment","IWL7000",
"009039a8f921027757ed2097c87ce10c39bcd0e0","CHROMIUM: iwl7000: mac80211: fix radiotap vendor presence bitmap handling","IWL7000",
"8ce8e5c2c638dc1fa1dcd363573338982ce6bb54","CHROMIUM: iwl7000: mvm: Disconnect on large beacon loss","IWL7000",
"db4cf63a97b2a962ceb2396b3e4238935b8fd111","CHROMIUM: iwl7000: chromeOS: adjust cfg80211 version for HE definitions","IWL7000",
"7622b582dd3766c3b882b88f15018ffabb1b24d6","CHROMIUM: iwl7000: mvm: add dummy iwl_mvm_sar_get_wgds_table() with !ACPI","IWL7000",
"f56bbd6fc54397e25939fd096bd9a0dfdaf2f299","CHROMIUM: iwl7000: chromeOS: adjust kernel version check for iftypes_data functions","IWL7000",
"44a06d7bc35b1bf9f3dc448780cb8397c3b75dd3","CHROMIUM: iwl7000: chromeOS: remove CPTCFG_IWLMVM_TOF_TSF_WA","IWL7000",
"4478056df3e23641fb1664364c5d7fecd3dd7a3e","CHROMIUM: iwl7000: update product name for 9260 and 9560","IWL7000",
"94051b8ae50c34d1c9cfd4f0393a1174d133156c","CHROMIUM: iwl7000: trigger dump on assert prior to setting the device up","IWL7000",
"4b89b83e75438e6ec653625cfef5aa33d3caab2b","CHROMIUM: iwl7000: dbg_ini: fix bad ini tlv parsing","IWL7000",
"f7dd77a861d8fcaa1cf67f9792dd545ef902ef7e","CHROMIUM: iwl7000: dbg_ini: give better naming to region struct fields","IWL7000",
"76a82a82470408ccb1a9f9795926b2c08fb7794d","CHROMIUM: iwl7000: fix bad dma handling in page_mem dumping flow","IWL7000",
"6e83a9365eb17ecb4eb7e61272b3aba5d99b5421","CHROMIUM: iwl7000: mvm: simplify some return conditions","IWL7000",
"ab6ebcc27f63f725e86a9b2bea8633644c9320bd","CHROMIUM: iwl7000: mvm: support CHANNEL_SWITCH_TIME_EVENT_CMD command","IWL7000",
"196a84891d6c5ea05944245c7342892246190a26","CHROMIUM: iwl7000: chromeOS: lock mutex before calling iwl_mvm_get_current_regdomain()","IWL7000",
"894b8b1d84afee77dcb9de20dafed60321d6f9af","CHROMIUM: iwl7000: differentiate between alive timeout and alive flow failure","IWL7000",
"247ec9b03726ea90c3fe3a490dcbd65572155d85","CHROMIUM: iwl7000: mvm: move sniffer AID rtap configuration earlier","IWL7000",
"014fa9a54e7deaa9f0e6acf53702045aeba72eb9","CHROMIUM: iwl7000: mvm: fix channel switch flow","IWL7000",
"2d3398e929e67d59cacc1c5a97a3b146facce254","CHROMIUM: iwl7000: ChromeOS: include fq.h for all them files","IWL7000",
"c412186d682b5f466e87bf077d34dd0670348f9a","CHROMIUM: iwl7000: dbg_ini: update ini triggers enum","IWL7000",
"c70e3b63f180cd4917e0c4c7b2108db2e3de63e8","CHROMIUM: iwl7000: dbg_ini: update max region id num to  support 64 regions","IWL7000",
"42692a71b62a687c9be786cbffc63097c6550647","CHROMIUM: Revert ""RFC: ANDROID: net: ipv6: Flip FIB entries to fib6_info""","ANDROID",
"65e243b9d1c0ec56fa75dfe46de6288310f36318","CHROMIUM: Revert ""ANDROID: net: ipv6: autoconf routes into per-device tables""","ANDROID",
"d44d301822f0e62b31c176450922b1d0459af4ff","ANDROID: net: ipv6: autoconf routes into per-device tables","ANDROID",
"4b9c27697b7cb421d085c7be1ed5a5631716a4f1","CHROMIUM: iwl7000: mac80211: Properly handle SKB with radiotap only","IWL7000",
"fb7384189ae3796c0b07eefe21dc9c04d5f3f439","CHROMIUM: iwl7000: mvm: Fix handling of Rx no data indication","IWL7000",
"f03a60696585b93a10838632d7fcf2899e532522","CHROMIUM: iwl7000: mvm: support new format for the beacon notification","IWL7000",
"e049c1c287f51639b8dececc3021eabab1f7e214","CHROMIUM: iwl7000: mvm: remove duplicated include from ops.c","IWL7000",
"6bde0d4d5d259d8b2197418250dddd357cfaa894","CHROMIUM: iwl7000: Fix pre operational dumping flows","IWL7000",
"c93d270302a7bba25dfbe10d7361e22dfefd3223","CHROMIUM: iwl7000: mvm: fix merge damage","IWL7000",
"770a8cebe104f53055c30e95d8ee03062b0e7fc3","CHROMIUM: iwl7000: mac80211: set STA flag DISABLE_HE if HE is not supported","IWL7000",
"6f5b3dc4944e3a7c13b50ebb3807fd2de2855c66","CHROMIUM: iwl7000: mac80211: do not advertise HE cap IE if HE disabled","IWL7000",
"a95b8f2bcfc6015388c6527b964e062ec1406b01","CHROMIUM: iwl7000: dbg_ini: update ini structs meta doc","IWL7000",
"7d565d73fb8c430fbe8355c8d9f3c91adfe583a8","CHROMIUM: iwl7000: add a fall through comment in iwl-dnt-cfg.c","IWL7000",
"0ee8202f4e52f8454ba8ff629d6f9c1008ea7389","CHROMIUM: iwl7000: fix fallthrough comment in iwl-dnt-cfg.c","IWL7000",
"218e67361aa4a22b645bb01d01547d4ab67b5abf","CHROMIUM: iwl7000: mvm: add fall through comments where needed","IWL7000",
"0b592a211ef2a910fe4b6088f444c304d54d8db9","CHROMIUM: iwl7000: mvm: fix AP mode in WEP","IWL7000",
"82126442504b703e96761344827e5fda1b464f14","CHROMIUM: iwl7000: mvm: pre-initialize alive_data in wait_alive()","IWL7000",
"77b997c00216c256e346e07e4cb2ab006533a0f7","CHROMIUM: iwl7000: calculate pointers from out_cmd instead of out_cmd->hdr","IWL7000",
"7e84c181bf203ce5be57276e9dab9404e710c0a3","CHROMIUM: iwl7000: make sure cur_fw_img is valid before accessing img","IWL7000",
"1271802b1e7c9a1c0db36fc5199f7a267075bfd9","CHROMIUM: iwl7000: dbg_ini: allocate dram buffer with proper flags","IWL7000",
"035c8d22e7249e422ec6b234b91f8821d45ab0e1","CHROMIUM: iwl7000: dbg_ini: properly handle ini user trigger","IWL7000",
"395b0d6eb350f3e476d870867f4af204f68e4570","CHROMIUM: iwl7000: dbg_ini: retrieve dump_delay value properly","IWL7000",
"399140fbb317bbc57ab40eeae62f2a6589b5ca61","CHROMIUM: iwl7000: dbg_ini: set dump mask BIT(n) instead of n","IWL7000",
"b5b955440ba18bd52333a32435a0d624ad2b22bb","CHROMIUM: iwl7000: iwiwifi: fix bad monitor buffer register addresses","IWL7000",
"25304df90f956546d977fef256631d93cc591de4","CHROMIUM: iwl7000: dbg_ini: fix bad ini tlv parsing","IWL7000",
"864e4f22e0eb4cc1cadd0d6c1dabb2c6d51e1916","CHROMIUM: iwl7000: fix bad dma handling in page_mem dumping flow","IWL7000",
"6222f314170bd1a8ebf1c418c44411c461943853","CHROMIUM: iwl7000: differentiate between alive timeout and alive flow failure","IWL7000",
"d829ebe67c6c275cdc33625e3869a65b43d4d496","CHROMIUM: iwl7000: mac80211: Properly handle SKB with radiotap only","IWL7000",
"9a127432e9677f11d491b8dc866b2f533864687e","CHROMIUM: iwl7000: mvm: Fix handling of Rx no data indication","IWL7000",
"36dbff2005f71b2e1af3760dbdbe6cd7fc582d3c","CHROMIUM: iwl7000: xvt: don't enable txq on FW init image","IWL7000",
"70ef12f6d2b07f6134c69961c829e92c4065e1e0","CHROMIUM: iwl7000: xvt: fix stack data leak","IWL7000",
"296fc5595ad054658dc0a053e0e4ed3ff64aea73","CHROMIUM: iwl7000: xvt: fix potential memory leak in iwl_xvt_modulated_tx()","IWL7000",
"7861b957f5b6d12e187b07c27804125b7a5164ff","CHROMIUM: iwl7000: xvt: fix memory leak in iwl_xvt_send_tx_done_notif()","IWL7000",
"bfbdfe1ea31b282656d8dbe68b4bd7ca7f5b520b","CHROMIUM: iwl7000: mvm: limit AMSDU size to 8K","IWL7000",
"c6de8da1d49feeadd1d4be521937798e2cb2ad11","CHROMIUM: iwl7000: mvm: remove redundant condition","IWL7000",
"151370ccd55bdc9c805cbaa56a407c15d133f792","CHROMIUM: iwl7000: mvm: limit AMSDU size to 8K","IWL7000",
"36ef29b58d70190d3fa832a32caf42f9145035fe","CHROMIUM: iwl7000: mvm: add tlc command name to output","IWL7000",
"33065fe783de51b695a67af89cc68fc8bd4ec5a1","CHROMIUM: iwl7000: mvm: config mac ctxt to HE before TLC","IWL7000",
"0b8a372109bca412dcbdd0a95f407b6365dce414","CHROMIUM: iwl7000: dbg_ini: remove redundant dram buffer allocation","IWL7000",
"724f0b14db5c826d5c0aa03fccd3246f0151ae77","CHROMIUM: iwl7000: mvm: add HE TB PPDU SIG-A BW to radiotap","IWL7000",
"7bd88eb813c4ba96daafe28b95aa63a4e7d5fe11","CHROMIUM: iwl7000: mvm: don't trust MAC ID coming from FW","IWL7000",
"f76576883930b4caa11258bae1146d466e1a5501","CHROMIUM: iwl7000: move config structs to C file","IWL7000",
"0aeba5d9ea1f6c52c886a3e22a82787c2ce8354d","CHROMIUM: iwl7000: mac80211: ftm responder: remove pointless defensive coding","IWL7000",
"ef00b83d6976c40c83906e59234ab018bf65a850","CHROMIUM: iwl7000: mvm: add description to second BAD_COMMAND assert number","IWL7000",
"2a365697d0f98edbc3404b5527f8317286006107","CHROMIUM: iwl7000: bump FW API to 46 for 9000 and 22000 series","IWL7000",
"322e218aec3be3db20c016dac1e91f2c2d856740","CHROMIUM: iwl7000: mvm: don't hide HE radiotap data in SKB","IWL7000",
"05bd440a2fcc2c1ff7a79c96984ad83e57827109","CHROMIUM: iwl7000: mac80211: Properly access radiotap vendor data","IWL7000",
"978293b8c2b754d3f2eda40150300a2f67cdc9e3","CHROMIUM: iwl7000: cfg80211/mac80211/iwlwifi: add -Wimplicit-fallthrough make option","IWL7000",
"a7563802068640d502c1e652bdbd0a154a143f1e","CHROMIUM: iwl7000: mvm: support absolute thresholds in bf configuration","IWL7000",
"f1d3c85df47eaf42efd8f880e9085221d1823328","CHROMIUM: iwl7000: mvm: fix potential leak in FIPS test","IWL7000",
"d0bc11d443e42b1dcf6a2eeca8d9ce3967a90b75","CHROMIUM: iwl7000: mvm: vendor-cmd: don't allocate nlattr array on stack","IWL7000",
"35d4a7946e30cf4b4d1ce01076b164959500b95b","CHROMIUM: iwl7000: Apply merge from auto","IWL7000",
"58088f867f30c37e274af06af4b1bd00ba5a152b","CHROMIUM: iwl7000: chromeOS: fix 4.17+ breakage due to NL80211_STA_INFO_ACK_SIGNAL_AVG","IWL7000",
"ce04b0a6ac74781e5a683910ff7ef3e7d367e18a","CHROMIUM: iwl7000: chromeos: remove ifdef from bucket spinlock functions again","IWL7000",
"405c8fd7482c804effd6a3198433b34890332009","CHROMIUM: iwl7000: chromeOS: copy codel and fq headers","IWL7000",
"0fa969df4fd067e98b02cd09997a37a775817b7c","CHROMIUM: iwl7000: ChromeOS: include fq.h for all them files","IWL7000",
"620ec82234f60b6af927fc4c1c6737d97fc4b870","CHROMIUM: iwl7000: mvm: fix RSS config command","IWL7000",
"0928f865711f71e22fe796e9594f16d7d73bf1ff","CHROMIUM: iwl7000: dbg_ini: align struct iwl_fw_ini_region_cfg to the FW","IWL7000",
"896cc3dbffa60d1f950cc28e9755514f8356e207","CHROMIUM: iwl7000: dbg_ini: create new dump flow and implement prph dump","IWL7000",
"9774458a4a5452bf3b206dc22a5ffdf1aeed4575","CHROMIUM: iwl7000: dbg_ini: implement csr memory dump","IWL7000",
"e24d065597512a9027694d20eac23717fa9fa499","CHROMIUM: iwl7000: dbg_ini: implement device internal memory dump","IWL7000",
"d978c33ad76ce4af4b71ee73e7cb703922a1dd8b","CHROMIUM: iwl7000: dbg_ini: implement paging memory dump","IWL7000",
